X,Y
0.668339567,1.763920593
1.04318492,-1.687429322
0.37859918,-0.91824154
1.360981153,0.050603677
-0.41440978,1.121966806
1.364362649,0.15637159
-0.502926417,1.712137968
1.283501284,-1.484504943
-0.297668188,-0.290113536
1.439743778,0.870482653
-0.702628966,0.55522589
1.050286914,1.352869007
0.226634501,-0.263686784
1.453665494,1.736329982
-0.69047992,-1.693947842
1.06860403,-0.948560298
0.189037435,-0.007950991
1.471125251,1.115368692
-0.745305761,0.153567383
0.991631847,1.711027667
0.342135703,-1.481545462
1.382106345,-0.281668655
-0.476004379,0.87619913
1.311630466,0.547774487
-0.367974916,1.36280285
1.395757508,-0.292899262
-0.584936512,1.723050877
1.197425028,-1.656774104
-0.092320348,-0.827985169
1.511219456,0.217408329
-0.893016279,1.104338068
0.75364387,0.24565993
0.742719289,1.670952619
0.923732445,-1.318384676
0.620990298,0.163147632
1.106744294,0.977867447
0.237216097,0.492719545
1.454402953,1.450587684
-0.691566339,-0.556388767
1.067176294,1.525607846
0.191978124,-1.094395929
1.469862029,0.659979905
-0.741296573,0.636107747
0.997465594,1.193360906
0.330932731,0.166722072
1.390230087,1.730212023
-0.499646421,-1.543617021
1.289376462,-0.463689902
-0.312456304,0.721906568
1.431308705,0.739743936
-0.679890238,1.069350879
1.080880135,0.478411877
0.163709111,1.491927339
1.481287341,-0.682323623
-0.777841274,1.382012675
0.943091686,-0.714656122
0.432793944,1.30387043
1.30699857,-0.514474936
-0.264965869,1.52647667
1.460492945,-1.084473504
-0.759536231,0.68186022
0.969154009,0.609724589
0.384786884,1.232793991
1.348854455,0.063136352
-0.380929653,1.765851998
1.389778045,-1.699292374
-0.56957598,-0.957838974
1.214561007,-0.027243213
-0.132116038,1.111906115
1.504001453,0.155491827
-0.875231975,1.709394126
0.784369135,-1.47538073
0.697241863,-0.263930062
0.992290699,0.887726703
0.485083356,0.532762282
1.263923208,1.382482362
-0.14899354,-0.351428798
1.504193246,1.691242509
-0.877496675,-1.565729863
0.78041891,-0.544137251
0.703196658,0.634195693
0.983556352,0.834554648
0.502936569,0.893777248
1.245410443,0.851528625
-0.100753515,0.943032175
1.514389774,0.766148904
-0.903451738,1.095925509
0.735213935,0.428791949
0.769115296,1.544915117
0.881983054,-0.858125134
0.699017421,1.12709579
0.99957295,-0.127782459
0.47075566,1.72180038
1.278346404,-1.602931286
-0.187093963,-0.652848595
1.49283049,0.492909326
-0.847252267,0.961185818
0.831446646,0.623994622
0.623971249,1.298986457
1.093804545,-0.100167429
0.265988742,1.779662423
1.438630443,-1.79724857
-0.643058679,-1.296203694
1.13033858,-0.819318587
0.058028826,0.339855946
1.509666513,1.03870236
-0.873290099,0.42305419
0.788331054,1.53263586
0.691205139,-0.822056422
1.001068562,1.184013996
0.466982249,-0.24850607
1.282034436,1.693448932
-0.19691407,-1.542321106
1.489428293,-0.470719715
-0.838088046,0.715726618
0.846551256,0.746519494
0.599542166,1.05742663
1.125204316,0.505804769
0.193869463,1.461389524
1.474935063,-0.583917911
-0.756046493,1.49745673
0.975887207,-1.017552032
0.372039511,0.813824882
1.359175323,0.432423452
-0.410153608,1.457157422
1.36769155,-0.593580717
-0.511595536,1.484809159
1.275039162,-0.982732453
-0.276884419,0.879679674
1.450838935,0.331343935
-0.732622057,1.554115099
1.008348815,-0.915870561
0.309970462,1.027415645
1.404753194,0.069655924
-0.542334491,1.703372746
1.246348619,-1.480581934
-0.20761833,-0.281111039
1.481529491,0.876802004
-0.815691466,0.546884934
0.882800382,1.36395747
0.539094339,-0.296314499
1.197657332,1.721384959
0.019526349,-1.652060526
1.519384455,-0.812888494
-0.906576487,0.243594138
0.730057519,1.096795348
0.776358371,0.270118207
0.870273432,1.656074759
0.720259991,-1.261548144
0.968252889,0.305318707
0.534512342,0.928316044
1.211121845,0.629824935
-0.01336489,1.281815364
1.520933564,-0.054103146
-0.914575396,1.781617459
0.715645202,-1.790391713
0.796394406,-1.271017249
0.837320471,-0.75260236
0.77853387,0.452284513
0.877617061,0.969658012
0.707641682,0.595448694
0.987004956,1.336338256
0.496585385,-0.207165326
1.252103451,1.757984005
-0.118104515,-1.752657358
1.511261669,-1.144412613
-0.895722283,-0.435477437
0.748807759,0.867035618
0.749714712,0.517606006
0.912808626,1.392194708
0.641751883,-0.382924304
1.079435383,1.67102739
0.298994442,-1.507209829
1.418545862,-0.370373251
-0.582372917,0.810660706
1.202696371,0.631717244
-0.104715853,1.244131535
1.509304227,0.041651897
-0.888470836,1.77150458
0.761549997,-1.725732908
0.731194519,-1.046702696
0.941509576,-0.213306407
0.586679171,1.040489568
1.149958508,0.253389537
0.136263346,1.647940613
1.496428151,-1.239691402
-0.825670878,0.357547411
0.867910417,0.900252428
0.564164421,0.696809788
1.168509548,1.184531848
0.091001878,0.205927239
1.508569613,1.712953527
-0.86668209,-1.472431613
0.799719117,-0.254168797
0.673781125,0.893668739
1.025990907,0.525105546
0.414720771,1.392364787
1.330605773,-0.381148037
-0.329039645,1.67243561
1.424793489,-1.511385281
-0.662940451,-0.382554785
1.102989308,0.800236253
0.117120542,0.644855505
1.496581709,1.224232254
-0.828044758,0.09471204
0.864000049,1.758299306
0.57069944,-1.663202836
1.160702154,-0.838753881
